,,AggFinalSupply,AggFinalSupply,AggFinalSupply,AggFinalSupply,AggFinalSupply,AggFinalSupply,AggProduction,AggProduction,AggProduction,AggProduction,AggProduction,AggProduction
Grenada,GRD,158.71,70.14,49.69,312.29,120.14,67.03,0.0,32.9107563939779,41.13844549247229,329.107563939779,16.4553781969889,115.187647378923
Guatemala,GTM,275.68,107.95,5.28,229.49,77.65,58.19,217.344787880177,88.4040214483679,4.21232032891357,799.73910244659,56.620149875656395,369.15243609751604
Guinea,GIN,395.52,43.13,20.75,284.0,29.12,59.64,560.767867593877,41.114733401315206,19.784533366046396,283.166133801539,22.180316703341102,261.449517098965
Guinea-Bissau,GNB,315.91,44.54,2.66,134.97,38.78,41.83,231.066397746909,41.7344595049483,6.6164387020039905,169.99157895918,33.591150333251,359.83247402437104
Guyana,GUY,349.55,173.9,61.28,648.82,92.06,89.65,1265.45115832869,134.071962871255,115.254845275289,633.9016490140921,84.6770291818453,415.152656960991
Haiti,HTI,243.21,16.82,9.2,245.61,39.54,61.5,89.7144844496802,18.746310183515302,3.0964887356699298,276.926519630589,19.5831990309936,55.234663933571795
Honduras,HND,271.95,184.55,6.41,172.63,71.31,54.61,137.289182702679,166.547533114726,15.5587883462053,401.29931451438904,54.6025402338525,566.379037407775
Hungary,HUN,232.22,418.37,11.48,288.35,174.29,30.36,3096.8808907636403,394.109579328574,3.90667980453154,534.75005229171,212.07690367456902,720.968456307713
Iceland,ISL,161.01,550.21,183.22,314.37,204.24,28.18,38.2306071460823,860.188660786852,7755.35173534812,27.3075765329159,376.84455615423997,0.0
India,IND,365.37,208.46,13.16,267.24,8.2,61.29,408.070402310729,232.736325155448,14.790792702020301,290.551578388277,10.939501784518098,107.775872952957
Indonesia,IDN,555.58,23.65,79.57,203.82,27.85,122.38,714.596698233857,23.2834423882147,156.33862142838998,204.355301962047,27.105631202725803,1509.7853921972799
Iraq,IRQ,366.94,45.8,5.56,180.14,31.53,40.05,199.076724164539,20.492463391097104,2.9735134303889303,100.579091782906,9.440905141484858,6.19481964664361
Ireland,IRL,250.05,555.22,42.5,325.15,182.27,36.8,895.056434713722,2712.40931219095,117.074077150122,112.43748003526599,538.618031509142,49.070652798896
Israel,ISR,274.02,405.86,49.26,545.38,202.77,84.72,67.9075907204112,374.55455310039,5.2580836307402405,680.0827742823391,185.82291299275602,61.1951435322322
Italy,ITA,324.01,479.26,59.65,506.96,163.65,83.56,546.5715802170221,367.371951068739,10.6027319591198,930.288786619073,126.81405784673599,129.43109323862
Jamaica,JAM,211.48,143.68,46.16,415.91,129.19,53.58,1.24860300594583,132.97622013323098,9.05237179310724,395.182851381854,93.0209239429641,202.897988466197
Japan,JPN,284.33,155.32,92.7,248.8,99.88,46.73,156.87878808039198,141.882499475984,62.101108018064004,185.493865294295,62.385128635571796,27.6991107224409
Jordan,JOR,276.55,89.74,12.03,353.48,80.56,64.63,19.6547618923018,85.2655854071836,0.284851621627562,452.059523522941,55.261214595747006,20.8891189193546
Kazakhstan,KAZ,230.23,559.68,9.12,518.56,144.36,48.11,2077.5675638919,574.758926638588,3.66315329007509,630.011488763887,115.69459141153798,292.339983399604
Kenya,KEN,278.95,182.87,8.17,199.87,34.61,50.94,143.979917140199,201.627367586699,6.8799652120943,198.982649776674,32.9202636492684,60.5695862086259
Kiribati,KIR,206.77,10.1,153.82,246.58,64.15,267.96,0.0,0.0,2854.10140419481,257.997867045858,32.2497333807323,2789.60193743335
Kuwait,KWT,308.68,121.92,23.6,529.58,141.99,53.09,2.2926775641414396,71.53154000121309,2.2926775641414396,200.380019105962,57.087671347122004,0.22926775641414396
Kyrgyzstan,KGZ,327.59,424.03,2.23,449.44,75.97,25.92,526.897399383965,468.50259123228403,0.597389341705176,456.405457062754,80.64756113019871,88.41362257236601
Latvia,LVA,252.23,436.6,49.15,351.24,162.96,28.0,2484.07872783358,969.093976507772,108.90245255208299,204.019784527952,109.821460590497,405.742048959869
Lebanon,LBN,297.34,131.27,17.8,426.6,52.58,71.66,47.42458387198629,105.387964159969,1.3511277456406299,484.37929681216696,37.9666896525018,54.1802226001894
Lesotho,LSO,269.59,43.32,3.7,82.01,45.52,23.15,22.7339460152383,37.598449179047996,0.8743825390476279,38.472831718095605,11.3669730076192,2.18595634761907
Liberia,LBR,234.43,6.8,12.05,129.99,40.72,40.5,123.02047183324301,5.933463271699821,5.73568116264316,131.525102522679,15.427004506419498,98.89105452833029
Lithuania,LTU,290.24,690.81,65.19,299.37,174.08,39.11,3233.71222608286,1078.11337712316,59.337049585403996,194.65063885159,182.720438405847,704.823684228741
Luxembourg,LUX,199.42,333.0,69.24,379.06,182.92,28.87,435.378638262611,1204.3387511652802,0.0,48.5494164969098,97.0988329938197,37.58664502986571
Madagascar,MDG,347.47,44.34,10.93,118.2,29.39,13.93,301.588795378232,41.178750456428496,12.317183764843199,123.536251369285,28.3513874823906,23.9055400879797
Malawi,MWI,287.04,9.12,19.5,294.52,40.13,53.87,267.010486328018,21.512693211262103,16.8727005578527,421.817513946316,40.1781182033866,127.91616110422
Malaysia,MYS,356.67,45.74,116.57,226.6,110.78,53.71,168.164482241121,51.2062031015508,117.520010005002,143.477888944472,131.829364682341,6378.89744872436
Maldives,MDV,239.86,73.52,256.0,343.48,44.33,24.63,0.0,0.0,492.216209964039,24.801591974932197,0.0,7.6312590692099
Mali,MLI,486.05,141.16,17.06,329.6,54.21,54.24,893.781310115422,132.299832344769,10.806169512130001,323.882108648605,50.7990959308539,142.399056187881
Malta,MLT,272.46,239.12,64.11,560.82,165.98,38.77,74.8880073377666,212.18268745700502,24.962669112588898,368.199369410686,54.0857830772758,6.2406672781472095
Mauritania,MRT,362.77,188.53,16.93,90.08,71.95,42.37,141.191700311995,157.097555439735,270.399537171583,14.8164129957032,65.8023047750346,23.9677269048139
Mauritius,MUS,358.51,50.74,46.46,212.32,106.38,69.2,0.718921124997028,23.0054759999049,12.2216591249495,131.562565874456,71.89211249970279,2.15676337499108
Mexico,MEX,344.26,283.49,31.62,362.94,141.44,48.09,565.869914819492,214.164230802723,25.7223627942411,525.8262937008619,105.250583134914,84.0077510646347
Mongolia,MNG,270.9,347.45,0.97,123.17,204.8,14.4,286.726926801816,387.34848807077697,0.0,56.9892028425971,252.295950084414,10.0918380033766
Montenegro,MNE,218.36,770.58,26.83,476.25,158.89,34.24,20.247728214775396,530.779732487326,5.78506520422154,315.286053630074,36.1566575263846,7.23133150527692
Morocco,MAR,541.42,120.28,40.7,357.33,77.62,42.82,183.961374645992,148.450088651574,76.2136763414742,439.82341853449896,69.5762941592449,65.2891134501006
Mozambique,MOZ,259.81,35.4,23.59,110.49,20.96,48.19,111.74404903496,39.8340804902921,19.591065773048697,106.756639611871,17.4070368099967,72.9204894081698
Namibia,NAM,244.47,125.88,23.68,159.22,68.59,32.58,100.02718359315399,84.63838611728379,373.94777866363603,99.25774371936008,66.1718291462401,17.312397160353502
Nepal,NPL,501.44,107.64,5.74,392.69,31.26,48.01,573.857086580815,137.225247887005,4.65847107278871,389.414906891759,29.0821694115524,66.9156094812722
Netherlands,NLD,172.49,707.47,44.06,341.35,163.66,44.19,150.491520078863,1644.50850642089,41.5093756128068,627.662360456714,368.028428052286,197.71711601415402
New Caledonia,NCL,188.71,80.26,50.02,284.66,147.9,88.55,59.5547977679711,13.234399503993599,33.085998759984,168.738593675918,59.5547977679711,125.726795287939
New Zealand,NZL,222.13,229.25,47.93,346.02,219.87,33.43,427.37833931066496,8587.09198114726,208.724182114366,987.1563463804421,801.991516911447,13.045261382147801
Nicaragua,NIC,335.43,188.03,13.26,144.95,61.7,54.93,269.68159588322897,266.08392251232203,19.8591570074096,203.196591988858,82.74648753087341,149.519305294917
Niger,NER,440.5,109.67,4.21,262.82,32.54,110.23,510.78467371854106,111.015481413069,3.0546712652967,267.676479161856,30.590350813899803,231.93682535788503
Nigeria,NGA,294.23,9.64,18.35,272.63,16.56,57.38,313.640905281688,10.0787362395316,10.1519119624711,272.408824596053,15.6644830905789,183.480807698463
Norway,NOR,226.93,544.72,102.89,309.94,153.39,50.29,458.520646740114,584.121441834335,1229.74753711233,79.9906026528533,148.751423075824,63.232312248259795
Oman,OMN,271.34,242.28,56.48,488.62,92.81,34.84,25.5190211688642,99.2406378789164,114.02546760373501,332.354870937351,39.493723237528,3.2405106246176802
Pakistan,PAK,275.02,372.18,3.7,89.42,38.0,26.66,379.80518621027704,389.55726006825597,5.965293237018759,105.58435378442499,36.1036119438387,51.1081732748911
Panama,PAN,366.04,143.67,26.78,209.53,144.13,42.38,202.466556273346,110.10944791780199,94.6042399457033,322.91280950588,147.636545473461,42.920213372041204
Paraguay,PRY,198.1,168.39,7.92,238.14,118.62,51.23,1943.9669011060998,158.874188351208,6.15687671790695,230.21365119130297,216.69529144111598,2820.78645282367
Peru,PER,324.28,129.79,49.13,385.4,55.83,41.56,303.84185199328897,139.688636724468,233.55752322557998,548.546305490876,119.829500424076,81.90060347222071
Philippines,PHL,425.13,10.6,57.1,347.42,85.86,26.51,434.883177081454,9.20628450697649,73.9740712333387,396.535326597071,67.8657189654018,273.08185174924097
Poland,POL,280.88,379.6,21.36,376.64,191.91,18.21,1425.61593301995,677.978893354483,11.8922718076338,509.194601916017,281.904153994212,165.154521730112
Portugal,PRT,258.1,455.32,114.82,555.5,207.17,44.21,200.053483401352,391.76042269944196,34.7040517977752,756.811904268445,174.04740914276599,122.386694061521
Romania,ROU,330.02,524.44,11.85,537.86,152.1,39.22,1994.85308527663,450.14913180658203,1.37478101946426,488.963782589456,126.52567982469401,396.89928031933295
Rwanda,RWA,98.55,41.15,15.72,578.51,20.49,86.98,103.244428104617,39.105382030589205,4.19819210666365,606.1722936232679,19.436074567887303,75.9561794113035
Saint Kitts and Nevis,KNA,130.48,51.78,72.7,207.24,165.19,64.4,0.0,0.0,614.981115630447,105.425334108077,0.0,140.567112144102
Saint Lucia,LCA,158.31,70.28,63.89,198.58,197.48,39.78,0.0,20.1574269525608,15.1180702144206,246.92848016887,45.3542106432619,136.062631929786
Saint Vincent and the Grenadines,VCT,229.85,65.6,36.4,352.52,185.78,38.5,16.5756440708935,33.151288141787,646.4501187648459,1243.1733053170099,8.287822035446741,74.59039831902071
Samoa,WSM,119.52,76.18,98.42,398.04,206.93,367.71,0.0,18.6538837197347,79.2790058088727,452.356680203568,46.6347092993369,1725.4842440754599
Sao Tome and Principe,STP,179.39,15.14,57.67,451.37,31.81,273.4,8.92766815922846,0.0,53.5660089553708,459.77491020026605,8.92766815922846,575.834596270236
Saudi Arabia,SAU,358.35,148.93,23.86,267.07,115.48,55.4,80.6704812527644,156.811112258407,6.0677623680588795,165.115837711464,55.784266932154296,9.19951068705702
Senegal,SEN,458.28,24.98,37.21,174.8,30.7,58.11,235.72801850399398,20.9952829622397,57.78240699982389,146.664455044579,28.0138789957262,134.38191198597798
Serbia,SRB,287.49,353.47,9.26,425.77,119.01,26.31,2232.00895870322,352.36314767629403,1.84429678923329,555.645638222897,115.985775856227,345.498265183037
Sierra Leone,SLE,420.35,50.32,53.76,160.12,19.06,59.14,409.10301166762,46.7899964933011,49.884572980953294,155.100173561128,12.378305950608802,113.26149944807
Slovakia,SVK,189.15,368.31,18.25,229.11,140.59,36.68,1618.66342337376,358.906524255788,1.3336052921719999,60.512340132304296,60.6790407938258,290.559253031974
Slovenia,SVN,292.92,474.23,22.89,403.46,180.39,32.99,562.45023888613,603.125100640726,1.7494564195525,253.233816730225,143.892790508193,25.3671180835113
Solomon Islands,SLB,248.58,13.16,66.59,115.53,27.24,162.9,8.78714645486246,11.7161952731499,224.072234598993,103.98123304920601,10.251670864006199,2082.5537098023997
South Africa,ZAF,375.06,120.88,12.14,128.82,135.84,35.4,332.691446893795,129.328897489932,20.4492341344995,303.123177805868,115.141938686282,74.3080299567763
Spain,ESP,239.61,370.62,84.93,454.65,207.08,89.97,939.1050392480699,352.90118108750397,46.960115271773006,1269.9851555105301,286.059857113265,315.12299390532297
Sri Lanka,LKA,422.0,27.89,62.09,175.96,19.84,168.19,274.68654337508303,41.04114732909729,47.5145144157057,154.06613666128,20.2400610907956,238.824089715273
Sudan,SDN,261.64,217.52,2.12,299.88,51.74,51.41,387.439552704013,204.420010796177,1.70748421981437,304.86561583379,48.196587911293705,145.659787178298
Suriname,SUR,323.51,42.94,33.71,306.63,92.1,50.38,892.908106002939,32.1189966188107,130.08193630618402,436.81835401582606,38.5427959425729,59.4201437447999
Sweden,SWE,202.68,676.99,64.41,316.95,179.57,25.23,1004.76447156926,570.540941906322,42.3340272122537,76.7361887594665,135.671795270643,104.036563606584
Switzerland,CHE,190.76,657.86,35.26,344.43,156.79,50.91,160.978159099371,915.20467856495,0.8660560005346108,180.35616211133302,134.563451083065,36.37435202245371
Tajikistan,TJK,294.34,115.56,0.76,472.42,35.65,27.97,286.179224408385,209.006122180438,0.418849944249375,624.505266875818,27.644096320458697,57.0683049039773
Thailand,THA,385.31,53.8,54.28,257.87,59.28,51.21,853.845192443061,55.15085482644879,63.5951307144956,353.673106469922,73.34156129555899,421.97703900360904
Timor-Leste,TLS,413.35,7.26,12.64,80.34,67.29,34.74,304.307150062741,8.92832714120513,7.44027261767094,72.9146716531752,54.3139901089979,35.7133085648205
Togo,TGO,288.32,16.51,24.03,54.69,26.87,57.89,305.376690923375,25.125930265847302,7.73105546641456,51.9430289149728,20.0524251160128,124.784067137597
Trinidad and Tobago,TTO,274.89,68.7,40.68,172.26,148.25,72.62,14.4879860042394,6.58544818374517,17.122165277737402,114.586798397166,82.9766471151892,30.293061645227798
Tunisia,TUN,422.19,270.76,26.62,733.05,64.14,75.67,212.592517741602,262.590682540778,21.0265155335219,814.897857738098,63.4005621048944,144.777992452189
Turkey,TUR,386.69,370.36,9.85,749.3,81.34,82.09,803.010268030451,448.09293483591597,13.318917566008,1050.53530515095,83.58416271159429,189.533197240513
Turkmenistan,TKM,417.08,310.39,6.3,409.39,124.55,19.43,576.766618924584,690.6780261621901,4.8063884910382,427.92878865210196,114.552259036411,127.849933861616
Uganda,UGA,144.09,81.03,23.47,300.79,23.6,80.85,166.568601562151,77.74726759727879,23.200626646156802,307.900229563444,22.4684569689605,94.6786913824426
Ukraine,UKR,335.5,316.81,20.86,427.71,103.7,26.49,2648.12799142097,459.154660316637,3.9563058972977,502.83633517244203,105.58264558737,1023.38474751586
United Arab Emirates,ARE,316.88,108.09,50.08,442.76,138.81,94.04,1.35675858724193,41.7687822215195,14.05214251072,192.853542043675,35.9541025619112,41.6718708938594
United Kingdom,GBR,240.64,465.81,39.72,342.15,172.51,34.95,602.345769717732,424.392413625521,23.0292578472272,90.6392180511189,123.24689568031799,85.9184254442898
Uruguay,URY,312.9,391.88,16.47,271.03,113.88,43.93,2137.26155110933,1102.94035419216,27.2886996112881,337.267132089027,407.210983519901,1212.09515263731
Uzbekistan,UZB,380.36,461.18,4.58,779.11,79.0,26.24,454.51939872939596,564.3334551989,3.75087423568981,912.356878513441,79.0857406155828,136.878056723942
Vanuatu,VUT,155.54,38.92,58.28,253.06,81.19,335.86,6.51877267991233,26.0750907196493,374.82942909495904,234.67581647684398,58.668954119210994,3748.29429094959
Yemen,YEM,322.97,27.16,7.87,108.43,39.19,23.14,23.8414709691952,26.5795670749011,10.317947520282,100.10746493788099,31.5214966315411,7.98054840565499
Zambia,ZMB,297.4,28.87,24.04,67.87,31.29,39.42,346.165367226736,47.51180648835879,12.529367872076001,62.8685980837793,36.7565084034795,68.5234455304685
Zimbabwe,ZWE,301.86,60.36,7.59,57.5,39.43,35.74,137.78800890641898,59.0335298599534,3.36226018917588,66.4692975860154,36.208955883432495,43.450747060119
